Time	PHS	BATT_LI	BEV_BATT	PHEV_BATT	TS_DEC_HP_ELEC	TS_DEC_DIRECT_ELEC	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC_THHP_GAS	TS_DEC_COGEN_GAS	TS_DEC_COGEN_OIL	TS_DEC_ADVCOGEN_GAS	TS_DEC_ADVCOGEN_H2	TS_DEC_BOILER_GAS	TS_DEC_BOILER_WOOD	TS_DEC_BOILER_OIL	TS_HIGH_TEMP	SEASONAL_NG	SEASONAL_H2	CO2_STORAGE	SLF_STO	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	TS_DEC_HP_ELEC_in	TS_DEC_HP_ELEC_out	TS_DEC_DIRECT_ELEC_in	TS_DEC_DIRECT_ELEC_out	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_THHP_GAS_in	TS_DEC_THHP_GAS_out	TS_DEC_COGEN_GAS_in	TS_DEC_COGEN_GAS_out	TS_DEC_COGEN_OIL_in	TS_DEC_COGEN_OIL_out	TS_DEC_ADVCOGEN_GAS_in	TS_DEC_ADVCOGEN_GAS_out	TS_DEC_ADVCOGEN_H2_in	TS_DEC_ADVCOGEN_H2_out	TS_DEC_BOILER_GAS_in	TS_DEC_BOILER_GAS_out	TS_DEC_BOILER_WOOD_in	TS_DEC_BOILER_WOOD_out	TS_DEC_BOILER_OIL_in	TS_DEC_BOILER_OIL_out	TS_HIGH_TEMP_in	TS_HIGH_TEMP_out	SEASONAL_NG_in	SEASONAL_NG_out	SEASONAL_H2_in	SEASONAL_H2_out	CO2_STORAGE_in	CO2_STORAGE_out	SLF_STO_in	SLF_STO_out	
 1	3.666634				0.958981			689.299361							0.406227				7.457455			0.000000	0.000000							0.000000	1.751767					-0.732723	0.000000													0.000000	0.160938							0.000000	0.000000					
 2	3.666634				0.000156			689.767436							0.241942				7.457455			0.000000	0.000000							0.000000	0.950923					-0.509846	0.000000													0.000000	0.160938							0.000000	0.000000					
 3	3.666634				0.000000			689.938313							0.079010				9.835314			0.000000	0.000000							0.000000	0.000154					-0.212677	0.000000													0.000000	0.160938							-2.377859	0.000000					
 4	3.666634				0.000000			690.109179							0.000000				12.661004			0.000000	0.000000							0.000000	0.000000					-0.212677	0.000000													0.000000	0.078359							-2.825689	0.000000					
 5	3.666634				0.000000			689.982866							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	0.084493													0.000000	0.000000							-2.284097	0.000000					
 6	3.666634				0.000000			690.005145							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					-0.064092	0.000000													0.000000	0.000000							-0.984277	0.000000					
 7	3.666634				0.000000			689.953131							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	0.010200													0.000000	0.000000							0.000000	1.186722					
 8	3.666634				0.000000			689.975412							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					-0.064092	0.000000													0.000000	0.000000							0.000000	0.572667					
 9	3.666634				0.000000			690.146276							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					-0.212677	0.000000													0.000000	0.000000							0.000000	0.265652					
 10	3.666634				0.000000			690.465715							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					-0.361262	0.000000													0.000000	0.000000							0.000000	0.726200					
 11	3.666634				0.000000			690.933719							0.000000				11.837906			0.000000	0.000000							0.000000	0.000000					-0.509846	0.000000													0.000000	0.000000							0.000000	1.340230					
 12	3.666634				0.000000			691.550279							0.000000				10.006422			0.000000	0.000000							0.000000	0.000000					-0.658431	0.000000													0.000000	0.000000							0.000000	1.831484					
 13	3.666634				3.399307			692.241095							0.000000				8.666192			0.000000	0.000000							-3.399307	0.000000					-0.732723	0.000000													0.000000	0.000000							0.000000	1.340230					
 14	3.666634				9.359731			694.194795							0.000000				7.264550			0.000000	0.000000							-5.988434	0.000000					-1.995650	0.000000													0.000000	0.000000							0.000000	1.401643					
 15	3.666634				12.876850			696.742715							0.000000				5.248851			0.000000	0.000000							-3.594244	0.000000					-2.589989	0.000000													0.000000	0.000000							0.000000	2.015698					
 16	3.666634				12.988073			699.439066							0.000000				2.987526			0.000000	0.000000							-0.217327	0.000000					-2.738573	0.000000													0.000000	0.000000							0.000000	2.261325					
 17	3.666634				12.106280			701.689499							0.000000				0.726200			0.000000	0.000000							0.000000	0.774771					-2.292819	0.000000													0.000000	0.000000							0.000000	2.261325					
 18	3.666634				10.969294			703.791211							0.000000				0.000000			0.000000	0.000000							0.000000	1.037231					-2.144234	0.000000													0.000000	0.000000							0.000000	0.726200					
 19	3.666634				9.785596			705.744211							0.000000				0.000000			0.000000	0.000000							0.000000	1.093310					-1.995650	0.000000													0.000000	0.000000							0.000000	0.000000					
 20	3.666634				9.748860			707.548508							0.000000				0.442685			0.000000	0.000000							-0.043897	0.000000					-1.847065	0.000000													0.000000	0.000000							-0.442685	0.000000					
 21	3.666634				9.992472			709.129818							0.095369				2.239350			0.000000	0.000000							-0.323942	0.000000					-1.624188	0.000000													-0.095369	0.000000							-1.796665	0.000000					
 22	3.666634				9.413776			710.562448							0.255521				4.523447			0.000000	0.000000							0.000000	0.496357					-1.475603	0.000000													-0.160938	0.000000							-2.284097	0.000000					
 23	3.666634				6.172259			711.846450							0.414354				4.523447			0.000000	0.000000							0.000000	3.163948					-1.327062	0.000000													-0.160938	0.000000							0.000000	0.000000					
 24	3.666634				2.733270			712.981790							0.571877				7.457455			0.000000	0.000000							0.000000	3.388131					-1.178477	0.000000													-0.160938	0.000000							-2.934008	0.000000					
 25	3.666634				0.958981			713.671306							0.406227				7.457455			0.000000	0.000000							0.000000	1.751767					-0.732723	0.000000													0.000000	0.160938							0.000000	0.000000					
 26	3.666634				0.000156			714.137904							0.241942				7.457455			0.000000	0.000000							0.000000	0.950923					-0.509846	0.000000													0.000000	0.160938							0.000000	0.000000					
 27	3.666634				0.000000			714.307304							0.079010				9.835314			0.000000	0.000000							0.000000	0.000154					-0.212677	0.000000													0.000000	0.160938							-2.377859	0.000000					
 28	3.666634				0.000000			714.476694							0.000000				12.661004			0.000000	0.000000							0.000000	0.000000					-0.212677	0.000000													0.000000	0.078359							-2.825689	0.000000					
 29	3.666634				0.000000			714.348904							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	0.084493													0.000000	0.000000							-2.284097	0.000000					
 30	3.666634				0.000000			714.369707							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					-0.064092	0.000000													0.000000	0.000000							-0.984277	0.000000					
 31	3.666634				0.000000			714.316216							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	0.010200													0.000000	0.000000							0.000000	1.186722					
 32	3.666634				0.000000			714.337020							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					-0.064092	0.000000													0.000000	0.000000							0.000000	0.572667					
 33	3.666634				0.000000			714.506408							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					-0.212677	0.000000													0.000000	0.000000							0.000000	0.265652					
 34	3.666634				0.000000			714.824371							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					-0.361262	0.000000													0.000000	0.000000							0.000000	0.726200					
 35	3.666634				0.000000			715.290899							0.000000				11.837906			0.000000	0.000000							0.000000	0.000000					-0.509846	0.000000													0.000000	0.000000							0.000000	1.340230					
 36	3.666634				0.000000			715.905983							0.000000				10.006422			0.000000	0.000000							0.000000	0.000000					-0.658431	0.000000													0.000000	0.000000							0.000000	1.831484					
 37	3.666634				3.399307			716.595323							0.000000				8.666192			0.000000	0.000000							-3.399307	0.000000					-0.732723	0.000000													0.000000	0.000000							0.000000	1.340230					
 38	3.666634				9.359731			718.547547							0.000000				7.264550			0.000000	0.000000							-5.988434	0.000000					-1.995650	0.000000													0.000000	0.000000							0.000000	1.401643					
 39	3.666634				12.876850			721.093991							0.000000				5.248851			0.000000	0.000000							-3.594244	0.000000					-2.589989	0.000000													0.000000	0.000000							0.000000	2.015698					
 40	3.666634				12.988073			723.788866							0.000000				2.987526			0.000000	0.000000							-0.217327	0.000000					-2.738573	0.000000													0.000000	0.000000							0.000000	2.261325					
 41	3.666634				12.106280			726.037824							0.000000				0.726200			0.000000	0.000000							0.000000	0.774771					-2.292819	0.000000													0.000000	0.000000							0.000000	2.261325					
 42	3.666634				10.969294			728.138060							0.000000				0.000000			0.000000	0.000000							0.000000	1.037231					-2.144234	0.000000													0.000000	0.000000							0.000000	0.726200					
 43	3.666634				9.785596			730.089585							0.000000				0.000000			0.000000	0.000000							0.000000	1.093310					-1.995650	0.000000													0.000000	0.000000							0.000000	0.000000					
 44	3.666634				9.748860			731.892406							0.000000				0.442685			0.000000	0.000000							-0.043897	0.000000					-1.847065	0.000000													0.000000	0.000000							-0.442685	0.000000					
 45	3.666634				9.992472			733.472242							0.095369				2.239350			0.000000	0.000000							-0.323942	0.000000					-1.624188	0.000000													-0.095369	0.000000							-1.796665	0.000000					
 46	3.666634				9.413776			734.903396							0.255521				4.523447			0.000000	0.000000							0.000000	0.496357					-1.475603	0.000000													-0.160938	0.000000							-2.284097	0.000000					
 47	3.666634				6.172259			736.185923							0.414354				4.523447			0.000000	0.000000							0.000000	3.163948					-1.327062	0.000000													-0.160938	0.000000							0.000000	0.000000					
 48	3.666634				2.733270			737.319788							0.571877				7.457455			0.000000	0.000000							0.000000	3.388131					-1.178477	0.000000													-0.160938	0.000000							-2.934008	0.000000					
 49	3.666634				0.958981			738.007830							0.406227				7.457455			0.000000	0.000000							0.000000	1.751767					-0.732723	0.000000													0.000000	0.160938							0.000000	0.000000					
 50	3.666634				0.000156			738.472953							0.241942				7.457455			0.000000	0.000000							0.000000	0.950923					-0.509846	0.000000													0.000000	0.160938							0.000000	0.000000					
 51	3.666634				0.000000			738.640878							0.079010				9.835314			0.000000	0.000000							0.000000	0.000154					-0.212677	0.000000													0.000000	0.160938							-2.377859	0.000000					
 52	3.666634				0.000000			738.808793							0.000000				12.661004			0.000000	0.000000							0.000000	0.000000					-0.212677	0.000000													0.000000	0.078359							-2.825689	0.000000					
 53	3.666634				0.000000			738.679529							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	0.084493													0.000000	0.000000							-2.284097	0.000000					
 54	3.666634				0.000000			738.698857							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					-0.064092	0.000000													0.000000	0.000000							-0.984277	0.000000					
 55	3.666634				0.000000			738.643892							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	0.010200													0.000000	0.000000							0.000000	1.186722					
 56	3.666634				0.000000			738.663222							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					-0.064092	0.000000													0.000000	0.000000							0.000000	0.572667					
 57	3.666634				0.000000			738.831136							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					-0.212677	0.000000													0.000000	0.000000							0.000000	0.265652					
 58	3.666634				0.000000			739.147624							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					-0.361262	0.000000													0.000000	0.000000							0.000000	0.726200					
 59	3.666634				0.000000			739.612678							0.000000				11.837906			0.000000	0.000000							0.000000	0.000000					-0.509846	0.000000													0.000000	0.000000							0.000000	1.340230					
 60	3.666634				0.000000			740.226289							0.000000				10.006422			0.000000	0.000000							0.000000	0.000000					-0.658431	0.000000													0.000000	0.000000							0.000000	1.831484					
 61	3.666634				3.399307			740.914154							0.000000				8.666192			0.000000	0.000000							-3.399307	0.000000					-0.732723	0.000000													0.000000	0.000000							0.000000	1.340230					
 62	3.666634				9.359731			742.864905							0.000000				7.264550			0.000000	0.000000							-5.988434	0.000000					-1.995650	0.000000													0.000000	0.000000							0.000000	1.401643					
 63	3.666634				12.876850			745.409876							0.000000				5.248851			0.000000	0.000000							-3.594244	0.000000					-2.589989	0.000000													0.000000	0.000000							0.000000	2.015698					
 64	3.666634				12.988073			748.103277							0.000000				2.987526			0.000000	0.000000							-0.217327	0.000000					-2.738573	0.000000													0.000000	0.000000							0.000000	2.261325					
 65	3.666634				12.106280			750.350761							0.000000				0.726200			0.000000	0.000000							0.000000	0.774771					-2.292819	0.000000													0.000000	0.000000							0.000000	2.261325					
 66	3.666634				10.969294			752.449524							0.000000				0.000000			0.000000	0.000000							0.000000	1.037231					-2.144234	0.000000													0.000000	0.000000							0.000000	0.726200					
 67	3.666634				9.785596			754.399575							0.000000				0.000000			0.000000	0.000000							0.000000	1.093310					-1.995650	0.000000													0.000000	0.000000							0.000000	0.000000					
 68	3.666634				9.748860			756.200924							0.000000				0.442685			0.000000	0.000000							-0.043897	0.000000					-1.847065	0.000000													0.000000	0.000000							-0.442685	0.000000					
 69	3.666634				9.992472			757.779286							0.095369				2.239350			0.000000	0.000000							-0.323942	0.000000					-1.624188	0.000000													-0.095369	0.000000							-1.796665	0.000000					
 70	3.666634				9.413776			759.208968							0.255521				4.523447			0.000000	0.000000							0.000000	0.496357					-1.475603	0.000000													-0.160938	0.000000							-2.284097	0.000000					
 71	3.666634				6.172259			760.490022							0.414354				4.523447			0.000000	0.000000							0.000000	3.163948					-1.327062	0.000000													-0.160938	0.000000							0.000000	0.000000					
 72	3.666634				2.733270			761.622414							0.571877				7.457455			0.000000	0.000000							0.000000	3.388131					-1.178477	0.000000													-0.160938	0.000000							-2.934008	0.000000					
 73	3.666634				0.000000			759.931715							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	1.644545													0.000000	0.160938							0.000000	0.000000					
 74	3.666634				0.000000			758.166826							0.241942				7.457455			0.000000	0.000000							0.000000	0.000000					0.000000	1.718837													0.000000	0.160938							0.000000	0.000000					
 75	3.666634				0.000000			756.327752							0.079010				9.835314			0.000000	0.000000							0.000000	0.000000					0.000000	1.793129													0.000000	0.160938							-2.377859	0.000000					
 76	3.666634				0.000000			754.414496							0.000000				12.661004			0.000000	0.000000							0.000000	0.000000					0.000000	1.867422													0.000000	0.078359							-2.825689	0.000000					
 77	3.666634				0.000000			752.427065							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	1.941714													0.000000	0.000000							-2.284097	0.000000					
 78	3.666634				0.000000			750.365461							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	2.016006													0.000000	0.000000							-0.984277	0.000000					
 79	3.666634				0.000000			748.378275							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	1.941714													0.000000	0.000000							0.000000	1.186722					
 80	3.666634				0.000000			746.465502							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					0.000000	1.867422													0.000000	0.000000							0.000000	0.572667					
 81	3.666634				0.000000			745.147139							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					0.000000	1.273127													0.000000	0.000000							0.000000	0.265652					
 82	3.666634				0.000000			744.274611							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					0.000000	0.827372													0.000000	0.000000							0.000000	0.726200					
 83	3.666634				0.000000			743.996474							0.000000				11.837906			0.000000	0.000000							0.000000	0.000000					0.000000	0.233034													0.000000	0.000000							0.000000	1.340230					
 84	3.666634				0.000000			744.238357							0.000000				10.006422			0.000000	0.000000							0.000000	0.000000					-0.286969	0.000000													0.000000	0.000000							0.000000	1.831484					
 85	3.666634				1.318073			745.000272							0.000000				8.666192			0.000000	0.000000							-1.318073	0.000000					-0.807016	0.000000													0.000000	0.000000							0.000000	1.340230					
 86	3.666634				3.047148			746.207895							0.000000				7.264550			0.000000	0.000000							-1.739936	0.000000					-1.252770	0.000000													0.000000	0.000000							0.000000	1.401643					
 87	3.666634				0.000000			747.638278							0.000000				5.248851			0.000000	0.000000							0.000000	3.022039					-1.475603	0.000000													0.000000	0.000000							0.000000	2.015698					
 88	3.666634				0.000000			749.068574							0.000000				2.987526			0.000000	0.000000							0.000000	0.000000					-1.475603	0.000000													0.000000	0.000000							0.000000	2.261325					
 89	3.666634				0.000000			750.275951							0.000000				0.726200			0.000000	0.000000							0.000000	0.000000					-1.252770	0.000000													0.000000	0.000000							0.000000	2.261325					
 90	3.666634				0.000000			751.111792							0.000000				-0.000000			0.000000	0.000000							0.000000	0.000000					-0.881308	0.000000													0.000000	0.000000							0.000000	0.726200					
 91	3.666634				0.000000			751.501829							0.000000				0.442685			0.000000	0.000000							0.000000	0.000000					-0.435554	0.000000													0.000000	0.000000							-0.442685	0.000000					
 92	3.666634				0.000000			751.594672							0.000000				0.442685			0.000000	0.000000							0.000000	0.000000					-0.138384	0.000000													0.000000	0.000000							0.000000	0.000000					
 93	3.666634				0.000000			751.464633							0.095369				2.239350			0.000000	0.000000							0.000000	0.000000					0.000000	0.084493													-0.095369	0.000000							-1.796665	0.000000					
 94	3.666634				0.000000			751.037476							0.255521				4.523447			0.000000	0.000000							0.000000	0.000000					0.000000	0.381618													-0.160938	0.000000							-2.284097	0.000000					
 95	3.666634				0.000000			750.313175							0.414354				4.523447			0.000000	0.000000							0.000000	0.000000					0.000000	0.678788													-0.160938	0.000000							0.000000	0.000000					
 96	3.666634				2.733270			749.291749							0.571877				7.457455			0.000000	0.000000							-2.733270	0.000000					0.000000	0.975957													-0.160938	0.000000							-2.934008	0.000000					
 97	3.666634				0.000000			747.601797							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	1.644545													0.000000	0.160938							0.000000	0.000000					
 98	3.666634				0.000000			745.837656							0.241942				7.457455			0.000000	0.000000							0.000000	0.000000					0.000000	1.718837													0.000000	0.160938							0.000000	0.000000					
 99	3.666634				0.000000			743.999329							0.079010				9.835314			0.000000	0.000000							0.000000	0.000000					0.000000	1.793129													0.000000	0.160938							-2.377859	0.000000					
 100	3.666634				0.000000			742.086820							0.000000				12.661004			0.000000	0.000000							0.000000	0.000000					0.000000	1.867422													0.000000	0.078359							-2.825689	0.000000					
 101	3.666634				0.000000			740.100136							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	1.941714													0.000000	0.000000							-2.284097	0.000000					
 102	3.666634				0.000000			738.039279							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	2.016006													0.000000	0.000000							-0.984277	0.000000					
 103	3.666634				0.000000			736.052840							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	1.941714													0.000000	0.000000							0.000000	1.186722					
 104	3.666634				0.000000			734.140814							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					0.000000	1.867422													0.000000	0.000000							0.000000	0.572667					
 105	3.666634				0.000000			732.823198							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					0.000000	1.273127													0.000000	0.000000							0.000000	0.265652					
 106	3.666634				0.000000			731.951417							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					0.000000	0.827372													0.000000	0.000000							0.000000	0.726200					
 107	3.666634				0.000000			731.674027							0.000000				11.837906			0.000000	0.000000							0.000000	0.000000					0.000000	0.233034													0.000000	0.000000							0.000000	1.340230					
 108	3.666634				0.000000			731.916657							0.000000				10.006422			0.000000	0.000000							0.000000	0.000000					-0.286969	0.000000													0.000000	0.000000							0.000000	1.831484					
 109	3.666634				1.318073			732.679318							0.000000				8.666192			0.000000	0.000000							-1.318073	0.000000					-0.807016	0.000000													0.000000	0.000000							0.000000	1.340230					
 110	3.666634				3.047148			733.887688							0.000000				7.264550			0.000000	0.000000							-1.739936	0.000000					-1.252770	0.000000													0.000000	0.000000							0.000000	1.401643					
 111	3.666634				0.000000			735.318817							0.000000				5.248851			0.000000	0.000000							0.000000	3.022039					-1.475603	0.000000													0.000000	0.000000							0.000000	2.015698					
 112	3.666634				0.000000			736.749860							0.000000				2.987526			0.000000	0.000000							0.000000	0.000000					-1.475603	0.000000													0.000000	0.000000							0.000000	2.261325					
 113	3.666634				0.000000			737.957983							0.000000				0.726200			0.000000	0.000000							0.000000	0.000000					-1.252770	0.000000													0.000000	0.000000							0.000000	2.261325					
 114	3.666634				0.000000			738.794571							0.000000				-0.000000			0.000000	0.000000							0.000000	0.000000					-0.881308	0.000000													0.000000	0.000000							0.000000	0.726200					
 115	3.666634				0.000000			739.185354							0.000000				0.442685			0.000000	0.000000							0.000000	0.000000					-0.435554	0.000000													0.000000	0.000000							-0.442685	0.000000					
 116	3.666634				0.000000			739.278943							0.000000				0.442685			0.000000	0.000000							0.000000	0.000000					-0.138384	0.000000													0.000000	0.000000							0.000000	0.000000					
 117	3.666634				0.000000			739.149651							0.095369				2.239350			0.000000	0.000000							0.000000	0.000000					0.000000	0.084493													-0.095369	0.000000							-1.796665	0.000000					
 118	3.666634				0.000000			738.723240							0.255521				4.523447			0.000000	0.000000							0.000000	0.000000					0.000000	0.381618													-0.160938	0.000000							-2.284097	0.000000					
 119	3.666634				0.000000			737.999685							0.414354				4.523447			0.000000	0.000000							0.000000	0.000000					0.000000	0.678788													-0.160938	0.000000							0.000000	0.000000					
 120	3.666634				2.733270			736.979006							0.571877				7.457455			0.000000	0.000000							-2.733270	0.000000					0.000000	0.975957													-0.160938	0.000000							-2.934008	0.000000					
 121	3.666634				0.000000			735.289800							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	1.644545													0.000000	0.160938							0.000000	0.000000					
 122	3.666634				0.000000			733.526404							0.241942				7.457455			0.000000	0.000000							0.000000	0.000000					0.000000	1.718837													0.000000	0.160938							0.000000	0.000000					
 123	3.666634				0.000000			731.688823							0.079010				9.835314			0.000000	0.000000							0.000000	0.000000					0.000000	1.793129													0.000000	0.160938							-2.377859	0.000000					
 124	3.666634				0.000000			729.777061							0.000000				12.661004			0.000000	0.000000							0.000000	0.000000					0.000000	1.867422													0.000000	0.078359							-2.825689	0.000000					
 125	3.666634				0.000000			727.791123							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	1.941714													0.000000	0.000000							-2.284097	0.000000					
 126	3.666634				0.000000			725.731012							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	2.016006													0.000000	0.000000							-0.984277	0.000000					
 127	3.666634				0.000000			723.745319							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	1.941714													0.000000	0.000000							0.000000	1.186722					
 128	3.666634				0.000000			721.834038							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					0.000000	1.867422													0.000000	0.000000							0.000000	0.572667					
 129	3.666634				0.000000			720.517168							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					0.000000	1.273127													0.000000	0.000000							0.000000	0.265652					
 130	3.666634				0.000000			719.646133							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					0.000000	0.827372													0.000000	0.000000							0.000000	0.726200					
 131	3.666634				0.000000			719.369488							0.000000				11.837906			0.000000	0.000000							0.000000	0.000000					0.000000	0.233034													0.000000	0.000000							0.000000	1.340230					
 132	3.666634				0.000000			719.612864							0.000000				10.006422			0.000000	0.000000							0.000000	0.000000					-0.286969	0.000000													0.000000	0.000000							0.000000	1.831484					
 133	3.666634				1.318073			720.376271							0.000000				8.666192			0.000000	0.000000							-1.318073	0.000000					-0.807016	0.000000													0.000000	0.000000							0.000000	1.340230					
 134	3.666634				3.047148			721.585386							0.000000				7.264550			0.000000	0.000000							-1.739936	0.000000					-1.252770	0.000000													0.000000	0.000000							0.000000	1.401643					
 135	3.666634				0.000000			723.017261							0.000000				5.248851			0.000000	0.000000							0.000000	3.022039					-1.475603	0.000000													0.000000	0.000000							0.000000	2.015698					
 136	3.666634				0.000000			724.449050							0.000000				2.987526			0.000000	0.000000							0.000000	0.000000					-1.475603	0.000000													0.000000	0.000000							0.000000	2.261325					
 137	3.666634				0.000000			725.657918							0.000000				0.726200			0.000000	0.000000							0.000000	0.000000					-1.252770	0.000000													0.000000	0.000000							0.000000	2.261325					
 138	3.666634				0.000000			726.495251							0.000000				0.000000			0.000000	0.000000							0.000000	0.000000					-0.881308	0.000000													0.000000	0.000000							0.000000	0.726200					
 139	3.666634				0.000000			726.886779							0.000000				0.442685			0.000000	0.000000							0.000000	0.000000					-0.435554	0.000000													0.000000	0.000000							-0.442685	0.000000					
 140	3.666634				0.000000			726.981114							0.000000				0.442685			0.000000	0.000000							0.000000	0.000000					-0.138384	0.000000													0.000000	0.000000							0.000000	0.000000					
 141	3.666634				0.000000			726.852567							0.095369				2.239350			0.000000	0.000000							0.000000	0.000000					0.000000	0.084493													-0.095369	0.000000							-1.796665	0.000000					
 142	3.666634				0.000000			726.426901							0.255521				4.523447			0.000000	0.000000							0.000000	0.000000					0.000000	0.381618													-0.160938	0.000000							-2.284097	0.000000					
 143	3.666634				0.000000			725.704092							0.414354				4.523447			0.000000	0.000000							0.000000	0.000000					0.000000	0.678788													-0.160938	0.000000							0.000000	0.000000					
 144	3.666634				2.733270			724.684157							0.571877				7.457455			0.000000	0.000000							-2.733270	0.000000					0.000000	0.975957													-0.160938	0.000000							-2.934008	0.000000					
 145	3.666634				0.000000			722.995697							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	1.644545													0.000000	0.160938							0.000000	0.000000					
 146	3.666634				0.000000			721.233046							0.241942				7.457455			0.000000	0.000000							0.000000	0.000000					0.000000	1.718837													0.000000	0.160938							0.000000	0.000000					
 147	3.666634				0.000000			719.396210							0.079010				9.835314			0.000000	0.000000							0.000000	0.000000					0.000000	1.793129													0.000000	0.160938							-2.377859	0.000000					
 148	3.666634				0.000000			717.485193							0.000000				12.661004			0.000000	0.000000							0.000000	0.000000					0.000000	1.867422													0.000000	0.078359							-2.825689	0.000000					
 149	3.666634				0.000000			715.499999							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	1.941714													0.000000	0.000000							-2.284097	0.000000					
 150	3.666634				0.000000			713.440634							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	2.016006													0.000000	0.000000							-0.984277	0.000000					
 151	3.666634				0.000000			711.455685							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	1.941714													0.000000	0.000000							0.000000	1.186722					
 152	3.666634				0.000000			709.545149							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					0.000000	1.867422													0.000000	0.000000							0.000000	0.572667					
 153	3.666634				0.000000			708.229024							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					0.000000	1.273127													0.000000	0.000000							0.000000	0.265652					
 154	3.666634				0.000000			707.358733							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					0.000000	0.827372													0.000000	0.000000							0.000000	0.726200					
 155	3.666634				0.000000			707.082833							0.000000				11.837906			0.000000	0.000000							0.000000	0.000000					0.000000	0.233034													0.000000	0.000000							0.000000	1.340230					
 156	3.666634				0.000000			707.326953							0.000000				10.006422			0.000000	0.000000							0.000000	0.000000					-0.286969	0.000000													0.000000	0.000000							0.000000	1.831484					
 157	3.666634				1.318073			708.091105							0.000000				8.666192			0.000000	0.000000							-1.318073	0.000000					-0.807016	0.000000													0.000000	0.000000							0.000000	1.340230					
 158	3.666634				3.047148			709.300965							0.000000				7.264550			0.000000	0.000000							-1.739936	0.000000					-1.252770	0.000000													0.000000	0.000000							0.000000	1.401643					
 159	3.666634				0.000000			710.733584							0.000000				5.248851			0.000000	0.000000							0.000000	3.022039					-1.475603	0.000000													0.000000	0.000000							0.000000	2.015698					
 160	3.666634				0.000000			712.166117							0.000000				2.987526			0.000000	0.000000							0.000000	0.000000					-1.475603	0.000000													0.000000	0.000000							0.000000	2.261325					
 161	3.666634				0.000000			713.375730							0.000000				0.726200			0.000000	0.000000							0.000000	0.000000					-1.252770	0.000000													0.000000	0.000000							0.000000	2.261325					
 162	3.666634				0.000000			714.213807							0.000000				0.000000			0.000000	0.000000							0.000000	0.000000					-0.881308	0.000000													0.000000	0.000000							0.000000	0.726200					
 163	3.666634				0.000000			714.606080							0.000000				0.442685			0.000000	0.000000							0.000000	0.000000					-0.435554	0.000000													0.000000	0.000000							-0.442685	0.000000					
