Time	PHS	BATT_LI	BEV_BATT	PHEV_BATT	TS_DEC_HP_ELEC	TS_DEC_DIRECT_ELEC	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC_THHP_GAS	TS_DEC_COGEN_GAS	TS_DEC_COGEN_OIL	TS_DEC_ADVCOGEN_GAS	TS_DEC_ADVCOGEN_H2	TS_DEC_BOILER_GAS	TS_DEC_BOILER_WOOD	TS_DEC_BOILER_OIL	TS_HIGH_TEMP	SEASONAL_NG	SEASONAL_H2	CO2_STORAGE	SLF_STO	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	TS_DEC_HP_ELEC_in	TS_DEC_HP_ELEC_out	TS_DEC_DIRECT_ELEC_in	TS_DEC_DIRECT_ELEC_out	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_THHP_GAS_in	TS_DEC_THHP_GAS_out	TS_DEC_COGEN_GAS_in	TS_DEC_COGEN_GAS_out	TS_DEC_COGEN_OIL_in	TS_DEC_COGEN_OIL_out	TS_DEC_ADVCOGEN_GAS_in	TS_DEC_ADVCOGEN_GAS_out	TS_DEC_ADVCOGEN_H2_in	TS_DEC_ADVCOGEN_H2_out	TS_DEC_BOILER_GAS_in	TS_DEC_BOILER_GAS_out	TS_DEC_BOILER_WOOD_in	TS_DEC_BOILER_WOOD_out	TS_DEC_BOILER_OIL_in	TS_DEC_BOILER_OIL_out	TS_HIGH_TEMP_in	TS_HIGH_TEMP_out	SEASONAL_NG_in	SEASONAL_NG_out	SEASONAL_H2_in	SEASONAL_H2_out	CO2_STORAGE_in	CO2_STORAGE_out	SLF_STO_in	SLF_STO_out	
 3280	6.500000				22.809280			71.137598							0.000000				2.987526			0.000000	0.000000							0.000000	0.947077					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3281	6.500000				20.889204			80.557954							0.000000				0.726200			0.000000	0.000000							0.000000	1.732128					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3282	6.500000				21.225916			89.754868							0.000000				0.000000			0.000000	0.000000							-0.508839	0.000000					-9.201796	0.000000													0.000000	0.000000							0.000000	0.726200					
 3283	6.500000				19.887117			98.208326							0.000000				0.442685			0.000000	0.000000							0.000000	1.163898					-8.458897	0.000000													0.000000	0.000000							-0.442685	0.000000					
 3284	6.500000				15.483571			101.640694							0.000000				0.442685			0.000000	0.000000							0.000000	4.239676					-3.438320	0.000000													0.000000	0.000000							0.000000	0.000000					
 3285	6.500000				13.938483			97.728478							0.095369				2.239350			0.000000	0.000000							0.000000	1.417503					0.000000	3.906056													-0.095369	0.000000							-1.796665	0.000000					
 3286	6.500000				9.953835			92.925017							0.255521				4.523447			0.000000	0.000000							0.000000	3.869795					0.000000	4.797538													-0.160938	0.000000							-2.284097	0.000000					
 3287	5.413992				6.315205			87.230366							0.414354				4.523447			0.000000	1.086008							0.000000	3.556610					0.000000	5.689020													-0.160938	0.000000							0.000000	0.000000					
 3288	3.666634				2.733270			80.644595							0.571877				7.457455			0.000000	1.747357							0.000000	3.529899					0.000000	6.580485													-0.160938	0.000000							-2.934008	0.000000					
 3289	3.225536				0.000000			72.796252							0.406227				7.457455			0.000000	0.441098							0.000000	2.710747					0.000000	7.843455													0.000000	0.160938							0.000000	0.000000					
 3290	1.923803				0.000000			64.799845							0.241942				7.457455			0.000000	1.301734							0.000000	0.000000					0.000000	7.991996													0.000000	0.160938							0.000000	0.000000					
 3291	0.999271				0.000000			56.729630							0.079010				9.835314			0.000000	0.924532							0.000000	0.000000					0.000000	8.066288													0.000000	0.160938							-2.377859	0.000000					
 3292	0.303209				0.000000			48.511319							0.000000				12.661004			0.000000	0.696062							0.000000	0.000000					0.000000	8.214873													0.000000	0.078359							-2.825689	0.000000					
 3293	0.000000				0.000000			40.219213							0.000000				14.945101			0.000000	0.303209							0.000000	0.000000					0.000000	8.289166													0.000000	0.000000							-2.284097	0.000000					
 3294	0.000000				0.000000			33.130098							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	7.086678													0.000000	0.000000							-0.984277	0.000000					
 3295	0.000000				0.000000			30.806324							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	2.321766													0.000000	0.000000							0.000000	1.186722					
 3296	0.000000				0.000000			35.400252							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					-4.595795	0.000000													0.000000	0.000000							0.000000	0.572667					
 3297	0.000000				0.000000			41.182558							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					-5.784451	0.000000													0.000000	0.000000							0.000000	0.265652					
 3298	0.673963				0.000000			48.004575							0.000000				13.178136			-0.673963	0.000000							0.000000	0.000000					-6.824513	0.000000													0.000000	0.000000							0.000000	0.726200					
 3299	1.839171				5.045975			55.791949							0.000000				11.837906			-1.165207	0.000000							-5.045975	0.000000					-7.790283	0.000000													0.000000	0.000000							0.000000	1.340230					
 3300	3.004378				10.992831			64.396045							0.000000				10.006422			-1.165207	0.000000							-5.988434	0.000000					-8.607477	0.000000													0.000000	0.000000							0.000000	1.831484					
 3301	4.169585				16.890684			73.668229							0.000000				8.666192			-1.165207	0.000000							-5.988434	0.000000					-9.276086	0.000000													0.000000	0.000000							0.000000	1.340230					
 3302	5.334793				22.623363			83.088432							0.000000				7.264550			-1.165207	0.000000							-5.871859	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.401643					
 3303	6.500000				23.953736			92.508063							0.000000				5.248851			-1.165207	0.000000							-1.516789	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.015698					
 3304	6.500000				22.809280			101.927124							0.000000				2.987526			0.000000	0.000000							0.000000	0.947077					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3305	6.500000				20.889204			111.345614							0.000000				0.726200			0.000000	0.000000							0.000000	1.732128					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3306	6.500000				21.225916			120.540663							0.000000				0.000000			0.000000	0.000000							-0.508839	0.000000					-9.201796	0.000000													0.000000	0.000000							0.000000	0.726200					
 3307	6.500000				19.887117			128.992255							0.000000				0.442685			0.000000	0.000000							0.000000	1.163898					-8.458897	0.000000													0.000000	0.000000							-0.442685	0.000000					
 3308	6.500000				15.483571			132.422758							0.000000				0.442685			0.000000	0.000000							0.000000	4.239676					-3.438320	0.000000													0.000000	0.000000							0.000000	0.000000					
 3309	6.500000				13.938483			128.508677							0.095369				2.239350			0.000000	0.000000							0.000000	1.417503					0.000000	3.906056													-0.095369	0.000000							-1.796665	0.000000					
 3310	6.500000				9.953835			123.703351							0.255521				4.523447			0.000000	0.000000							0.000000	3.869795					0.000000	4.797538													-0.160938	0.000000							-2.284097	0.000000					
 3311	5.413992				6.315205			118.006834							0.414354				4.523447			0.000000	1.086008							0.000000	3.556610					0.000000	5.689020													-0.160938	0.000000							0.000000	0.000000					
 3312	3.666634				2.733270			111.419198							0.571877				7.457455			0.000000	1.747357							0.000000	3.529899					0.000000	6.580485													-0.160938	0.000000							-2.934008	0.000000					
 3313	3.666634				0.000000			108.026423							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	3.386023													0.000000	0.160938							0.000000	0.000000					
 3314	3.666634				0.000000			103.890952							0.241942				7.457455			0.000000	0.000000							0.000000	0.000000					0.000000	4.128925													0.000000	0.160938							0.000000	0.000000					
 3315	3.666634				0.000000			99.384278							0.079010				9.835314			0.000000	0.000000							0.000000	0.000000					0.000000	4.500378													0.000000	0.160938							-2.377859	0.000000					
 3316	3.666634				0.000000			94.655009							0.000000				12.661004			0.000000	0.000000							0.000000	0.000000					0.000000	4.723246													0.000000	0.078359							-2.825689	0.000000					
 3317	3.666634				0.000000			90.074607							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	4.574666													0.000000	0.000000							-2.284097	0.000000					
 3318	3.666634				0.000000			86.460253							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	3.608896													0.000000	0.000000							-0.984277	0.000000					
 3319	3.666634				0.000000			84.034761							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	2.420253													0.000000	0.000000							0.000000	1.186722					
 3320	3.666634				0.000000			82.798058							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					0.000000	1.231610													0.000000	0.000000							0.000000	0.572667					
 3321	3.666634				0.000000			81.561430							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					0.000000	1.231610													0.000000	0.000000							0.000000	0.265652					
 3322	3.666634				0.000000			84.767295							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					-3.210807	0.000000													0.000000	0.000000							0.000000	0.726200					
 3323	3.666634				0.000000			94.186825							0.000000				11.837906			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3324	3.666634				0.000000			103.605784							0.000000				10.006422			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.831484					
 3325	3.666634				0.000000			113.024172							0.000000				8.666192			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3326	3.666634				0.000000			122.441990							0.000000				7.264550			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.401643					
 3327	3.666634				0.000000			131.859237							0.000000				5.248851			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.015698					
 3328	3.666634				0.000000			141.275913							0.000000				2.987526			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3329	3.666634				0.000000			150.692019							0.000000				0.726200			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3330	3.666634				0.000000			160.107553							0.000000				0.000000			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	0.726200					
 3331	3.666634				3.720625			165.468106							0.000000				0.442685			0.000000	0.000000							-3.720625	0.000000					-5.370255	0.000000													0.000000	0.000000							-0.442685	0.000000					
 3332	3.666634				6.781677			164.226468							0.000000				0.442685			0.000000	0.000000							-3.091710	0.000000					0.000000	1.231610													0.000000	0.000000							0.000000	0.000000					
 3333	3.666634				7.598121			162.984906							0.095369				2.239350			0.000000	0.000000							-0.872326	0.000000					0.000000	1.231610													-0.095369	0.000000							-1.796665	0.000000					
 3334	3.666634				6.286426			161.743419							0.255521				4.523447			0.000000	0.000000							0.000000	1.249087					0.000000	1.231610													-0.160938	0.000000							-2.284097	0.000000					
 3335	3.666634				4.502498			160.502007							0.414354				4.523447			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													-0.160938	0.000000							0.000000	0.000000					
 3336	3.666634				2.733270			159.260670							0.571877				7.457455			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													-0.160938	0.000000							-2.934008	0.000000					
 3337	3.666634				0.000000			155.196383							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	4.054637													0.000000	0.160938							0.000000	0.000000					
 3338	2.834552				0.000000			150.835180							0.241942				7.457455			0.000000	0.832083							0.000000	0.000000					0.000000	4.351797													0.000000	0.160938							0.000000	0.000000					
 3339	2.200863				0.000000			146.325662							0.079010				9.835314			0.000000	0.633688							0.000000	0.000000					0.000000	4.500378													0.000000	0.160938							-2.377859	0.000000					
 3340	1.640733				0.000000			141.742129							0.000000				12.661004			0.000000	0.560131							0.000000	0.000000					0.000000	4.574666													0.000000	0.078359							-2.825689	0.000000					
 3341	1.640733				0.000000			137.158874							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	4.574666													0.000000	0.000000							-2.284097	0.000000					
 3342	1.640733				0.000000			132.873057							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	4.277505													0.000000	0.000000							-0.984277	0.000000					
 3343	1.640733				0.000000			129.107529							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	3.757476													0.000000	0.000000							0.000000	1.186722					
 3344	1.157138				0.000000			125.787970							0.000000				14.169989			0.000000	0.483594							0.000000	0.000000					0.000000	3.311735													0.000000	0.000000							0.000000	0.572667					
 3345	0.000000				0.000000			122.988645							0.000000				13.904336			0.000000	1.157138							0.000000	0.000000					0.000000	2.791702													0.000000	0.000000							0.000000	0.265652					
 3346	0.000000				0.000000			128.974263							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					-5.993071	0.000000													0.000000	0.000000							0.000000	0.726200					
 3347	1.165207				3.027830			138.391114							0.000000				11.837906			-1.165207	0.000000							-3.027830	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3348	2.330415				8.845069			147.807394							0.000000				10.006422			-1.165207	0.000000							-5.842189	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.831484					
 3349	3.495622				14.760620			157.223104							0.000000				8.666192			-1.165207	0.000000							-5.988434	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3350	4.660829				20.627426			166.638243							0.000000				7.264550			-1.165207	0.000000							-5.988434	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.401643					
 3351	5.826037				23.953736			176.052812							0.000000				5.248851			-1.165207	0.000000							-3.496280	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.015698					
 3352	6.500000				22.745222			185.466810							0.000000				2.987526			-0.673963	0.000000							0.000000	1.011135					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3353	6.500000				20.825674			187.270642							0.000000				0.726200			0.000000	0.000000							0.000000	1.732128					-1.815072	0.000000													0.000000	0.000000							0.000000	2.261325					
 3354	4.752643				18.921942			186.027684							0.000000				0.000000			0.000000	1.747357							0.000000	1.732128					0.000000	1.231610													0.000000	0.000000							0.000000	0.726200					
 3355	3.666634				17.033898			184.784800							0.000000				0.442685			0.000000	1.086008							0.000000	1.732128					0.000000	1.231610													0.000000	0.000000							-0.442685	0.000000					
 3356	3.666634				15.161411			183.541992							0.000000				0.442685			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													0.000000	0.000000							0.000000	0.000000					
 3357	3.666634				13.304353			182.299259							0.095369				2.239350			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													-0.095369	0.000000							-1.796665	0.000000					
 3358	3.666634				10.626748			180.462280							0.255521				4.523447			0.000000	0.000000							0.000000	2.567977					0.000000	1.825932													-0.160938	0.000000							-2.284097	0.000000					
 3359	3.666634				7.030880			177.956803							0.414354				4.523447			0.000000	0.000000							0.000000	3.508304					0.000000	2.494541													-0.160938	0.000000							0.000000	0.000000					
 3360	3.666634				2.733270			174.931445							0.571877				7.457455			0.000000	0.000000							0.000000	4.239676					0.000000	3.014574													-0.160938	0.000000							-2.934008	0.000000					
 3361	3.666634				0.000000			170.866207							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	4.054637													0.000000	0.160938							0.000000	0.000000					
 3362	2.834552				0.000000			166.504055							0.241942				7.457455			0.000000	0.832083							0.000000	0.000000					0.000000	4.351797													0.000000	0.160938							0.000000	0.000000					
 3363	2.200863				0.000000			161.993588							0.079010				9.835314			0.000000	0.633688							0.000000	0.000000					0.000000	4.500378													0.000000	0.160938							-2.377859	0.000000					
 3364	1.640733				0.000000			157.409105							0.000000				12.661004			0.000000	0.560131							0.000000	0.000000					0.000000	4.574666													0.000000	0.078359							-2.825689	0.000000					
 3365	1.640733				0.000000			152.824900							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	4.574666													0.000000	0.000000							-2.284097	0.000000					
 3366	1.640733				0.000000			148.538134							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	4.277505													0.000000	0.000000							-0.984277	0.000000					
 3367	1.640733				0.000000			144.771657							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	3.757476													0.000000	0.000000							0.000000	1.186722					
 3368	1.157138				0.000000			141.451149							0.000000				14.169989			0.000000	0.483594							0.000000	0.000000					0.000000	3.311735													0.000000	0.000000							0.000000	0.572667					
 3369	0.000000				0.000000			138.650875							0.000000				13.904336			0.000000	1.157138							0.000000	0.000000					0.000000	2.791702													0.000000	0.000000							0.000000	0.265652					
 3370	0.000000				0.000000			144.635544							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					-5.993071	0.000000													0.000000	0.000000							0.000000	0.726200					
 3371	1.165207				3.027830			154.051445							0.000000				11.837906			-1.165207	0.000000							-3.027830	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3372	2.330415				8.845069			163.466777							0.000000				10.006422			-1.165207	0.000000							-5.842189	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.831484					
 3373	3.495622				14.760620			172.881538							0.000000				8.666192			-1.165207	0.000000							-5.988434	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3374	4.660829				20.627426			182.295728							0.000000				7.264550			-1.165207	0.000000							-5.988434	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.401643					
 3375	5.826037				23.953736			191.709348							0.000000				5.248851			-1.165207	0.000000							-3.496280	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.015698					
 3376	6.500000				22.745222			201.122397							0.000000				2.987526			-0.673963	0.000000							0.000000	1.011135					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3377	6.500000				20.825674			202.925281							0.000000				0.726200			0.000000	0.000000							0.000000	1.732128					-1.815072	0.000000													0.000000	0.000000							0.000000	2.261325					
 3378	4.752643				18.921942			201.681373							0.000000				0.000000			0.000000	1.747357							0.000000	1.732128					0.000000	1.231610													0.000000	0.000000							0.000000	0.726200					
 3379	3.666634				17.033898			200.437541							0.000000				0.442685			0.000000	1.086008							0.000000	1.732128					0.000000	1.231610													0.000000	0.000000							-0.442685	0.000000					
 3380	3.666634				15.161411			199.193784							0.000000				0.442685			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													0.000000	0.000000							0.000000	0.000000					
 3381	3.666634				13.304353			197.950103							0.095369				2.239350			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													-0.095369	0.000000							-1.796665	0.000000					
 3382	3.666634				10.626748			196.112176							0.255521				4.523447			0.000000	0.000000							0.000000	2.567977					0.000000	1.825932													-0.160938	0.000000							-2.284097	0.000000					
 3383	3.666634				7.030880			193.605750							0.414354				4.523447			0.000000	0.000000							0.000000	3.508304					0.000000	2.494541													-0.160938	0.000000							0.000000	0.000000					
 3384	3.666634				2.733270			190.579444							0.571877				7.457455			0.000000	0.000000							0.000000	4.239676					0.000000	3.014574													-0.160938	0.000000							-2.934008	0.000000					
 3385	3.666634				0.000000			186.513258							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	4.054637													0.000000	0.160938							0.000000	0.000000					
 3386	2.834552				0.000000			182.150158							0.241942				7.457455			0.000000	0.832083							0.000000	0.000000					0.000000	4.351797													0.000000	0.160938							0.000000	0.000000					
 3387	2.200863				0.000000			177.638742							0.079010				9.835314			0.000000	0.633688							0.000000	0.000000					0.000000	4.500378													0.000000	0.160938							-2.377859	0.000000					
 3388	1.640733				0.000000			173.053311							0.000000				12.661004			0.000000	0.560131							0.000000	0.000000					0.000000	4.574666													0.000000	0.078359							-2.825689	0.000000					
 3389	1.640733				0.000000			168.468158							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	4.574666													0.000000	0.000000							-2.284097	0.000000					
 3390	1.640733				0.000000			164.180444							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	4.277505													0.000000	0.000000							-0.984277	0.000000					
 3391	1.640733				0.000000			160.413019							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	3.757476													0.000000	0.000000							0.000000	1.186722					
 3392	1.157138				0.000000			157.091563							0.000000				14.169989			0.000000	0.483594							0.000000	0.000000					0.000000	3.311735													0.000000	0.000000							0.000000	0.572667					
 3393	0.000000				0.000000			154.290342							0.000000				13.904336			0.000000	1.157138							0.000000	0.000000					0.000000	2.791702													0.000000	0.000000							0.000000	0.265652					
 3394	0.000000				0.000000			160.274062							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					-5.993071	0.000000													0.000000	0.000000							0.000000	0.726200					
 3395	1.165207				3.027830			169.689016							0.000000				11.837906			-1.165207	0.000000							-3.027830	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3396	2.330415				8.845069			179.103400							0.000000				10.006422			-1.165207	0.000000							-5.842189	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.831484					
 3397	3.495622				14.760620			188.517213							0.000000				8.666192			-1.165207	0.000000							-5.988434	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3398	4.660829				20.627426			197.930456							0.000000				7.264550			-1.165207	0.000000							-5.988434	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.401643					
 3399	5.826037				23.953736			207.343128							0.000000				5.248851			-1.165207	0.000000							-3.496280	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.015698					
 3400	6.500000				22.745222			216.755230							0.000000				2.987526			-0.673963	0.000000							0.000000	1.011135					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3401	6.500000				20.825674			218.557167							0.000000				0.726200			0.000000	0.000000							0.000000	1.732128					-1.815072	0.000000													0.000000	0.000000							0.000000	2.261325					
 3402	4.752643				18.921942			217.312312							0.000000				0.000000			0.000000	1.747357							0.000000	1.732128					0.000000	1.231610													0.000000	0.000000							0.000000	0.726200					
 3403	3.666634				17.033898			216.067533							0.000000				0.442685			0.000000	1.086008							0.000000	1.732128					0.000000	1.231610													0.000000	0.000000							-0.442685	0.000000					
 3404	3.666634				15.161411			214.822829							0.000000				0.442685			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													0.000000	0.000000							0.000000	0.000000					
 3405	3.666634				13.304353			213.578200							0.095369				2.239350			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													-0.095369	0.000000							-1.796665	0.000000					
 3406	3.666634				10.626748			211.739326							0.255521				4.523447			0.000000	0.000000							0.000000	2.567977					0.000000	1.825932													-0.160938	0.000000							-2.284097	0.000000					
 3407	3.666634				7.030880			209.231954							0.414354				4.523447			0.000000	0.000000							0.000000	3.508304					0.000000	2.494541													-0.160938	0.000000							0.000000	0.000000					
 3408	3.666634				2.733270			206.204700							0.571877				7.457455			0.000000	0.000000							0.000000	4.239676					0.000000	3.014574													-0.160938	0.000000							-2.934008	0.000000					
 3409	3.666634				0.000000			202.806181							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	3.386023													0.000000	0.160938							0.000000	0.000000					
 3410	3.666634				0.000000			198.664966							0.241942				7.457455			0.000000	0.000000							0.000000	0.000000					0.000000	4.128925													0.000000	0.160938							0.000000	0.000000					
 3411	3.666634				0.000000			194.152549							0.079010				9.835314			0.000000	0.000000							0.000000	0.000000					0.000000	4.500378													0.000000	0.160938							-2.377859	0.000000					
 3412	3.666634				0.000000			189.417538							0.000000				12.661004			0.000000	0.000000							0.000000	0.000000					0.000000	4.723246													0.000000	0.078359							-2.825689	0.000000					
 3413	3.666634				0.000000			184.831393							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	4.574666													0.000000	0.000000							-2.284097	0.000000					
 3414	3.666634				0.000000			181.211297							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	3.608896													0.000000	0.000000							-0.984277	0.000000					
 3415	3.666634				0.000000			178.780063							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	2.420253													0.000000	0.000000							0.000000	1.186722					
 3416	3.666634				0.000000			177.537618							0.000000				14.169989			0.000000	0.000000							0.000000	0.000000					0.000000	1.231610													0.000000	0.000000							0.000000	0.572667					
 3417	3.666634				0.000000			176.295249							0.000000				13.904336			0.000000	0.000000							0.000000	0.000000					0.000000	1.231610													0.000000	0.000000							0.000000	0.265652					
 3418	3.666634				0.000000			179.495373							0.000000				13.178136			0.000000	0.000000							0.000000	0.000000					-3.210807	0.000000													0.000000	0.000000							0.000000	0.726200					
 3419	3.666634				0.000000			188.909162							0.000000				11.837906			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3420	3.666634				0.000000			198.322381							0.000000				10.006422			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.831484					
 3421	3.666634				0.000000			207.735030							0.000000				8.666192			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.340230					
 3422	3.666634				0.000000			217.147108							0.000000				7.264550			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	1.401643					
 3423	3.666634				0.000000			226.558616							0.000000				5.248851			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.015698					
 3424	3.666634				0.000000			235.969553							0.000000				2.987526			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3425	3.666634				0.000000			245.379920							0.000000				0.726200			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	2.261325					
 3426	3.666634				0.000000			254.789717							0.000000				0.000000			0.000000	0.000000							0.000000	0.000000					-9.424667	0.000000													0.000000	0.000000							0.000000	0.726200					
 3427	3.666634				3.720625			260.144531							0.000000				0.442685			0.000000	0.000000							-3.720625	0.000000					-5.370255	0.000000													0.000000	0.000000							-0.442685	0.000000					
 3428	3.666634				6.781677			258.897157							0.000000				0.442685			0.000000	0.000000							-3.091710	0.000000					0.000000	1.231610													0.000000	0.000000							0.000000	0.000000					
 3429	3.666634				7.598121			257.649857							0.095369				2.239350			0.000000	0.000000							-0.872326	0.000000					0.000000	1.231610													-0.095369	0.000000							-1.796665	0.000000					
 3430	3.666634				6.286426			256.402633							0.255521				4.523447			0.000000	0.000000							0.000000	1.249087					0.000000	1.231610													-0.160938	0.000000							-2.284097	0.000000					
 3431	3.666634				4.502498			255.155485							0.414354				4.523447			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													-0.160938	0.000000							0.000000	0.000000					
 3432	3.666634				2.733270			253.908413							0.571877				7.457455			0.000000	0.000000							0.000000	1.732128					0.000000	1.231610													-0.160938	0.000000							-2.934008	0.000000					
 3433	3.666634				0.000000			249.838389							0.406227				7.457455			0.000000	0.000000							0.000000	2.710747					0.000000	4.054637													0.000000	0.160938							0.000000	0.000000					
 3434	2.834552				0.000000			245.471452							0.241942				7.457455			0.000000	0.832083							0.000000	0.000000					0.000000	4.351797													0.000000	0.160938							0.000000	0.000000					
 3435	2.200863				0.000000			240.956198							0.079010				9.835314			0.000000	0.633688							0.000000	0.000000					0.000000	4.500378													0.000000	0.160938							-2.377859	0.000000					
 3436	1.640733				0.000000			236.366931							0.000000				12.661004			0.000000	0.560131							0.000000	0.000000					0.000000	4.574666													0.000000	0.078359							-2.825689	0.000000					
 3437	1.640733				0.000000			231.777941							0.000000				14.945101			0.000000	0.000000							0.000000	0.000000					0.000000	4.574666													0.000000	0.000000							-2.284097	0.000000					
 3438	1.640733				0.000000			227.486390							0.000000				15.929378			0.000000	0.000000							0.000000	0.000000					0.000000	4.277505													0.000000	0.000000							-0.984277	0.000000					
 3439	1.640733				0.000000			223.715129							0.000000				14.742656			0.000000	0.000000							0.000000	0.000000					0.000000	3.757476													0.000000	0.000000							0.000000	1.186722					
 3440	1.157138				0.000000			220.389837							0.000000				14.169989			0.000000	0.483594							0.000000	0.000000					0.000000	3.311735													0.000000	0.000000							0.000000	0.572667					
